peso_mayer,peso_fng,peso_funding,b1,b2,b3,sortino_is,calmar_is,sharpe_is,max_dd_is,retorno_anual_is,exposicao_media,exposicao_media_abs,n_rebalanceios,n_recaps,descartada,motivo_descarte
0.0,0.4,0.6,1.0,1.5,2.5,-0.5697356307092358,-0.19075203928320206,-0.31351157839248894,-0.610912167897888,-0.11653274184944407,-0.039603090028716585,0.18134902579502274,490,0,True,exposicao<25%
0.0,0.4,0.6,1.0,1.5,3.0,-0.5895777778367841,-0.19566051391522415,-0.33501856858977264,-0.6122531042111535,-0.11979375701614559,-0.036679746446196454,0.17691532840177426,472,0,True,exposicao<25%
0.0,0.4,0.6,1.0,2.0,2.5,-0.5520406731124217,-0.15308671634330306,-0.3150274414940539,-0.5615969748683476,-0.08597303679092783,-0.03211248673307694,0.15122942511032353,445,0,True,exposicao<25%
0.0,0.4,0.6,1.0,2.0,3.0,-0.5860585822091504,-0.15982831839047976,-0.3491291269859564,-0.5636389815503549,-0.09008547060051586,-0.028561925749376074,0.14611314541168954,442,0,True,exposicao<25%
0.0,0.4,0.6,1.0,2.5,3.0,-0.6473789170370602,-0.17026745980159166,-0.4231888550911031,-0.5303483858235413,-0.09030107246404884,-0.025255178701268016,0.13371427715619474,385,0,True,exposicao<25%
0.0,0.4,0.6,1.5,2.0,2.5,-0.4676069383981471,-0.14829551781777117,-0.26326533643955274,-0.42500198030422287,-0.06302588874279291,-0.026953700203242892,0.08556672469578339,290,0,True,exposicao<25%
0.0,0.4,0.6,1.5,2.0,3.0,-0.5075032209290534,-0.15724260516699784,-0.30293229141044276,-0.4275522389352646,-0.06722942789516373,-0.023405453057624287,0.08045339190595575,287,0,True,exposicao<25%
0.0,0.4,0.6,1.5,2.5,3.0,-0.5677179641730264,-0.16752267801090492,-0.3850651848781517,-0.3885838765013837,-0.06509661162337055,-0.019539066464003187,0.06723963148310419,252,0,True,exposicao<25%
0.0,0.4,0.6,2.0,2.5,3.0,-0.37779289246591125,-0.10167120136828724,-0.24340469274828844,-0.3162331115476973,-0.03215180036348597,-0.011530509680512226,0.03691259979738178,155,0,True,exposicao<25%
0.0,0.6,0.4,0.5,1.0,1.5,-0.7732297422594361,-0.3046922156732055,-0.43554702978083404,-0.846754315521959,-0.2579994485272342,-0.05072458939255256,0.4199272780859402,739,1,False,
0.0,0.6,0.4,0.5,1.0,2.0,-0.6577216150396521,-0.24320290965061053,-0.32773522386275084,-0.7527339752078854,-0.18306709296342827,-0.04268165247393213,0.38655908065964983,704,0,False,
0.0,0.6,0.4,0.5,1.0,2.5,-0.6311842045039722,-0.2342081666871658,-0.3130973868609694,-0.7048266005598665,-0.16507614594947362,-0.04015961616578605,0.3724679125654044,660,0,False,
0.0,0.6,0.4,0.5,1.0,3.0,-0.665882809245426,-0.24155239579071774,-0.3524196546948349,-0.7126220418207028,-0.17213556149506382,-0.038216662641519274,0.36861842118229393,639,0,False,
0.0,0.6,0.4,0.5,1.5,2.0,-0.7781039738700085,-0.2598992232375204,-0.46734404024258264,-0.7441501240082223,-0.19340403920184146,-0.03876666377687137,0.3136035766554791,599,0,False,
0.0,0.6,0.4,0.5,1.5,2.5,-0.7861701340119991,-0.25442230466486865,-0.48717612398484433,-0.7079298487602044,-0.1801131436626231,-0.03303496628658861,0.2964276516638771,582,0,False,
0.0,0.6,0.4,0.5,1.5,3.0,-0.8329668443047678,-0.26091165209184314,-0.5464067811093464,-0.7185993159540347,-0.18749093471763556,-0.030947907154294525,0.2920405370066162,564,0,False,
0.0,0.6,0.4,0.5,2.0,2.5,-0.6323035007195627,-0.1920382414134152,-0.34217933426307173,-0.5975103210456874,-0.11474483127997892,-0.027378937561195124,0.264112208564038,501,0,False,
0.0,0.6,0.4,0.5,2.0,3.0,-0.7071497804679271,-0.2109834283818296,-0.4207321112255128,-0.5927729095231498,-0.12506526070306623,-0.025235146967798633,0.25964711517179717,494,0,False,
0.0,0.6,0.4,0.5,2.5,3.0,-0.9368113113821422,-0.2448275629330582,-0.6608276724451658,-0.6839297900626964,-0.1674448637183681,-0.02540105569976134,0.24675579455004784,428,1,True,exposicao<25%
0.0,0.6,0.4,1.0,1.5,2.0,-0.6288467899286025,-0.2023578748489995,-0.3413394159360331,-0.726026570359412,-0.1469171938618382,-0.04752955217070742,0.2167708260106254,511,0,True,exposicao<25%
0.0,0.6,0.4,1.0,1.5,2.5,-0.6242912762592812,-0.20061096417147947,-0.35261065454894014,-0.6622874303519783,-0.13286211996156194,-0.04179754643127637,0.1996006142185934,494,0,True,exposicao<25%
